,G10,G12,G25,G26,G31,G46,G49,G54,G59,G61,G65,G66,G69,G80,G87,G89,G100,G103,G111,F_BUS,T_BUS,TYPE,DONE,TAP,Total,Error
L113,0.5160197142397488,0.0,2.7989770986563083,2.685003187103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0,L,True,1.0,5.999999999999999,-8.881784197001252e-16
L114,0.0,0.0,5.672130045491411,2.327869954508588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0,L,True,1.0,7.999999999999998,-1.7763568394002505e-15
L115,0.0,0.0,15.59835762510138,6.4016423748986195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0,L,True,1.0,22.0,0.0
L116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.168252166532683,0.0,125.71646860042611,44.11527923304122,0.0,0.0,0.0,0.0,0.0,116,0,L,True,1.0,184.0,0.0
L117,7.4631767277904695,12.536823272209535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,L,True,1.0,20.000000000000004,3.552713678800501e-15
L118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.26187775322758,5.630163373154629,0.0,0.10795887361778866,0.0,0.0,0.0,118,0,L,True,1.0,33.0,0.0
G10,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,G,True,1.0,450.0,0.0
G12,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,G,True,1.0,85.0,0.0
G25,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,G,True,1.0,220.0,0.0
G26,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,G,True,1.0,314.0,0.0
G31,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,G,True,1.0,7.0,0.0
G46,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,G,True,1.0,19.0,0.0
G49,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,G,True,1.0,204.0,0.0
G54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54,G,True,1.0,48.0,0.0
G59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,G,True,1.0,155.0,0.0
G61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,G,True,1.0,160.0,0.0
G65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65,G,True,1.0,391.0,0.0
G66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,G,True,1.0,392.0,0.0
G69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8628718886948,0.0,0.0,0.0,0.0,0.0,0.0,0,69,G,True,1.0,513.8628718886948,0.0
G80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0,80,G,True,1.0,477.0,0.0
G87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,87,G,True,1.0,4.0,0.0
G89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0,89,G,True,1.0,607.0,0.0
G100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0,100,G,True,1.0,252.0,0.0
G103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0,103,G,True,1.0,40.0,0.0
G111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,111,G,True,1.0,36.0,0.0
